folder_name,seed,max_steps,game,final_global_step,final_expl0,final_expl1,final_avg_exploitability,algorithm_name_config,alpha_config,anneal_lr_config,beta_config,clip_coef_config,clip_vloss_config,cuda_config,ent_coef_config,eval_every_config,gae_config,gae_lambda_config,gamma_config,iem_lr_config,learning_rate_config,max_grad_norm_config,norm_adv_config,num_envs_config,num_minibatches_config,num_steps_config,policy_head_config,target_kl_config,tsallis_q_config,update_epochs_config,vf_coef_config
2026-03-16_12-13-58-537533_241d7e,2,10000000,classical_phantom_ttt,10000384.0,0.1522314855429219,0.137139124911968,0.14468530522744494,iem_ppo,0.4,True,2.0,0.1,True,True,0.25,100,True,0.95,0.99,0.0005,0.00025,0.5,True,8,4,128,softmax,,2.0,4,0.5
2026-03-16_13-32-19-570273_8342ec,2,10000000,classical_phantom_ttt,10000384.0,0.1539264967898006,0.1227918691575981,0.13835918297369937,iem_ppo,0.4,True,1.0,0.1,True,True,0.25,100,True,0.95,0.99,0.0005,0.00025,0.5,True,8,4,128,softmax,,2.0,4,0.5
2026-03-16_18-43-20-932770_6f2296,2,10000000,classical_phantom_ttt,10000384.0,0.1569840952488249,0.1479098881164451,0.15244699168263498,iem_ppo,0.4,True,1.0,0.1,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,128,softmax,,2.0,4,0.5
2026-03-16_23-56-39-147683_570d65,2,10000000,classical_phantom_ttt,10000384.0,0.2801250600198604,0.1534883041516035,0.21680668208573195,iem_ppo,0.4,True,1.0,0.05,True,True,0.1,100,True,0.95,0.99,0.001,0.002,2.0,True,8,4,128,softmax,,2.0,4,0.0625
2026-03-17_08-35-25-323793_083c1c,2,10000000,classical_phantom_ttt,10000384.0,0.2331036942864168,0.1661834326727083,0.19964356347956255,iem_ppo,0.4,True,1.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,2.0,True,8,4,128,softmax,,2.0,4,0.0625
2026-03-17_13-08-20-684677_1c9307,2,10000000,classical_phantom_ttt,10000384.0,0.2348253109359704,0.2297312790909382,0.23227829501345432,iem_ppo,0.4,True,0.5,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,2.0,True,8,4,128,softmax,,2.0,4,0.0625
2026-03-17_14-43-53-500974_d41d3f,2,10000000,classical_phantom_ttt,6000640.0,1.6218309702479208,0.00550092310913,0.8136659466785254,iem_ppo,0.4,True,1.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,softmax,,2.0,1,0.0625
2026-03-17_15-36-43-582582_7ac9bd,2,3000000,classical_phantom_ttt,3002368.0,0.7512786356595683,0.2958963735338664,0.5235875045967173,iem_ppo,0.6,True,3.0,0.05,True,True,0.2,100,True,0.95,0.99,0.0005,0.00025,2.0,True,8,2,512,softmax,,2.0,1,0.0625
2026-03-17_16-27-25-279538_48c4db,2,3000000,classical_phantom_ttt,3002368.0,0.3883715637323651,0.5614277772537499,0.4748996704930575,iem_ppo,0.6,True,3.0,0.05,True,True,0.2,100,True,0.95,0.99,0.0005,0.00025,2.0,True,8,2,512,softmax,,2.0,1,0.1
2026-03-17_21-06-52-999568_fd0631,2,3000000,classical_phantom_ttt,3002368.0,0.6108282265037723,0.3248858270773961,0.4678570267905842,iem_ppo,0.6,True,3.0,0.05,True,True,0.2,100,True,0.95,0.99,0.0005,0.00025,2.0,True,8,2,512,softmax,,2.0,1,0.5
2026-03-18_08-50-36-357900_d066d6,2,3000000,classical_phantom_ttt,2002944.0,0.7783131595822326,0.7161910415005659,0.7472521005413992,iem_ppo,0.6,True,3.0,0.05,True,True,1.0,100,True,0.95,0.99,0.0005,0.00025,2.0,True,8,2,512,softmax,,2.0,1,0.1
2026-03-18_09-11-13-416495_c25965,2,3000000,classical_phantom_ttt,2002944.0,0.7774648500570044,0.7128481682110308,0.7451565091340175,iem_ppo,0.6,True,3.0,0.05,True,True,1.0,100,True,0.95,0.99,0.0005,0.00025,0.5,True,8,2,512,softmax,,2.0,1,0.1
2026-03-18_09-36-08-155440_b958cb,2,3000000,classical_phantom_ttt,3002368.0,0.5504624244099632,0.4549920757723588,0.502727250091161,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.00025,0.5,True,8,2,512,softmax,,2.0,1,0.1
2026-03-18_09-58-31-598686_9997f9,2,3000000,classical_phantom_ttt,3000320.0,0.2113140243097072,0.1747190637183802,0.1930165440140437,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.00025,0.5,True,8,4,128,softmax,,2.0,4,0.1
2026-03-18_11-46-24-932075_696b7c,2,3000000,classical_phantom_ttt,3000320.0,0.2492527620549567,0.204383835336452,0.22681829869570436,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.00025,0.5,True,8,4,128,softmax,,2.0,4,0.0625
2026-03-18_12-22-14-411421_f4dcb7,2,3000000,classical_phantom_ttt,3000320.0,0.2295618520378194,0.160427176338062,0.1949945141879407,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.00075,0.5,True,8,4,256,softmax,,2.0,2,0.25
2026-03-18_12-53-22-582067_271507,2,3000000,classical_phantom_ttt,3002368.0,0.2046760175268108,0.172575059532328,0.1886255385295694,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.00075,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-18_15-59-44-813534_4f28da,2,3000000,classical_phantom_ttt,3002368.0,0.263502914562321,0.1641804123851208,0.2138416634737209,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.001,0.00075,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-18_16-34-22-102242_f0fcb2,2,3000000,classical_phantom_ttt,3002368.0,0.2745212059893107,0.182452357397396,0.22848678169335335,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.001,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-18_16-57-10-321663_0c6de5,2,3000000,classical_phantom_ttt,3002368.0,0.1637048000827414,0.1567757216472896,0.1602402608650155,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-19_09-31-18-648741_133a30,2,3000000,classical_phantom_ttt,3002368.0,0.3092263131549368,0.2254658430288961,0.26734607809191646,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.00025,0.00025,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-19_10-30-48-122475_03d8eb,2,3000000,classical_phantom_ttt,3006464.0,0.2100474507140107,0.1646568610232767,0.1873521558686437,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,6,1024,softmax,,2.0,2,0.25
2026-03-19_12-33-01-382121_805eca,2,3000000,classical_phantom_ttt,3002368.0,0.176335866045173,0.1654481025372024,0.1708919842911877,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,8,512,softmax,,2.0,2,0.25
2026-03-19_14-32-22-427495_fa6c9b,2,3000000,classical_phantom_ttt,3002368.0,0.1867696154396569,0.1623710851333074,0.17457035028648216,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,4,0.25
2026-03-19_17-43-51-884748_8396f5,2,10000000,classical_phantom_ttt,10002432.0,0.126273415215273,0.1588067927798628,0.1425401039975679,iem_ppo,0.4,True,1.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-19_18-50-02-696088_c95669,2,3000000,classical_phantom_ttt,3002368.0,0.2232608730589242,0.1620369940947632,0.1926489335768437,iem_ppo,0.6,True,1.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-19_19-12-31-509978_9b2c10,2,3000000,classical_phantom_ttt,3002368.0,0.2114536304017086,0.1625056391577573,0.18697963477973295,iem_ppo,0.6,True,2.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-19_22-21-58-563938_85a56c,2,3000000,classical_phantom_ttt,3002368.0,0.1637048000827414,0.1567757216472896,0.1602402608650155,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-19_23-16-24-696020_011bc0,2,3000000,classical_phantom_ttt,3002368.0,0.1642100941415274,0.1786979553763257,0.17145402475892657,iem_ppo,0.6,True,4.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-20_09-14-34-398663_5815bc,2,3000000,classical_phantom_ttt,3002368.0,0.1817634972759362,0.1861760338514806,0.1839697655637084,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,2,0.1
2026-03-20_10-35-22-533118_6921da,2,3000000,classical_phantom_ttt,3002368.0,0.1793349145340505,0.1818555927760294,0.18059525365503995,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,2,0.05
2026-03-20_10-56-37-199189_42a976,2,3000000,classical_phantom_ttt,3002368.0,0.2164037176651533,0.1614563887562156,0.18893005321068446,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,2,0.4
2026-03-20_11-19-02-338108_e0d1ea,2,3000000,classical_phantom_ttt,3002368.0,0.2541434043390461,0.1902892725084755,0.2222163384237608,iem_ppo,0.6,True,3.0,0.01,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,1.0,True,8,4,512,softmax,,2.0,2,0.25
2026-03-20_11-49-20-203432_287a12,2,3000000,classical_phantom_ttt,3002368.0,0.2597466708363182,0.2016352156483669,0.23069094324234254,iem_ppo,0.6,True,3.0,0.01,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-20_12-38-11-107270_d75718,2,3000000,classical_phantom_ttt,3002368.0,0.2270522341547048,0.1806913610293931,0.20387179759204893,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,1.0,True,8,4,512,softmax,,2.0,2,0.25
2026-03-20_13-40-13-183894_d39e5e,2,10000000,classical_phantom_ttt,10000384.0,0.1816396991520125,0.1192123482181116,0.15042602368506205,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,4,4,512,softmax,,2.0,2,0.25
2026-03-20_15-39-06-199308_9bea07,2,3000000,classical_phantom_ttt,3002368.0,0.1829788628271855,0.1773998062127851,0.1801893345199853,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,16,4,256,softmax,,2.0,2,0.25
2026-03-20_15-55-21-959276_44e18c,2,3000000,classical_phantom_ttt,3006464.0,0.2705766980422195,0.2097738640112204,0.24017528102671995,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,1024,softmax,,2.0,2,0.25
2026-03-20_16-45-01-387299_d577d3,2,3000000,classical_phantom_ttt,3002368.0,0.290907306747356,0.1919463696974799,0.24142683822241795,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,4,4,1024,softmax,,2.0,2,0.25
2026-03-20_17-51-43-939632_f2bd71,2,10000000,classical_phantom_ttt,2002944.0,0.2632244695425327,0.2556028923608616,0.25941368095169715,iem_ppo,0.6,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-20_18-16-05-046779_d764e9,2,10000000,classical_phantom_ttt,10002432.0,0.1763135389122674,0.1459304310625845,0.16112198498742594,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-20_21-41-47-056507_9fe56a,10001,10000000,classical_phantom_ttt,10002432.0,0.1605595930667627,0.1175612466381849,0.1390604198524738,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-20_22-54-36-701394_8ea30f,10001,10000000,classical_phantom_ttt,10002432.0,0.1430883367742658,0.1227631546334039,0.13292574570383486,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0007,0.0006,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-21_15-44-26-038815_d74a77,10001,10000000,classical_phantom_ttt,10002432.0,0.1776095526635739,0.2077120878268843,0.1926608202452291,iem_ppo,0.4,True,3.0,0.05,True,True,0.4,100,True,0.95,0.99,0.0007,0.0006,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-21_16-54-00-268349_d9b3d3,10001,10000000,classical_phantom_ttt,6000640.0,1.0481546363846557,0.0381226881601525,0.543138662272404,iem_ppo,0.4,True,3.0,0.05,True,True,0.1,100,True,0.95,0.99,0.0007,0.0006,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-21_17-42-39-976260_174f5e,10001,10000000,classical_phantom_ttt,10002432.0,0.1812781264038843,0.1364852448039286,0.15888168560390645,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0007,0.0006,0.5,True,8,4,1024,softmax,,2.0,2,0.25
2026-03-21_21-07-02-130384_85f72e,10001,10000000,classical_phantom_ttt,10002432.0,0.1575467722669455,0.1231467570547124,0.14034676466082896,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-21_22-12-46-683751_d104ae,10001,10000000,classical_phantom_ttt,10002432.0,0.1686340941543302,0.1285273228167985,0.14858070848556434,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-21_23-21-39-798917_c6e573_3.0beta_anneal_old_config,10001,10000000,classical_phantom_ttt,10002432.0,0.1326404982676331,0.1292022426887935,0.13092137047821328,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0007,0.0006,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-22_13-01-19-359029_cb9691,10001,10000000,classical_phantom_ttt,10002432.0,0.1597235603167507,0.120137794047068,0.13993067718190935,iem_ppo,0.3,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0007,0.0006,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-22_14-09-41-701774_31232d_0.0beta_0.13expl,10001,10000000,classical_phantom_ttt,10002432.0,0.1490519483442516,0.1114121057338812,0.1302320270390664,iem_ppo,0.4,True,0.0,0.05,True,True,0.25,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-22_16-33-38-717148_cdaafb_1.0beta,10001,10000000,classical_phantom_ttt,10002432.0,0.1485506095837859,0.1159371942477873,0.1322439019157866,iem_ppo,0.4,True,1.0,0.05,True,True,0.25,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-22_22-57-56-237617_5e34a0_1.0_differentbins_same,10001,10000000,classical_phantom_ttt,10002432.0,0.1485506095837859,0.1159371942477873,0.1322439019157866,iem_ppo,0.4,True,1.0,0.05,True,True,0.25,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-23_08-42-10-283441_02fd88,10001,10000000,classical_phantom_ttt,10002432.0,0.1686340941543302,0.1285273228167985,0.14858070848556434,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-23_14-27-40-080030_ce6769_0.12expl_0.95decay_0.4alpha_shannonconfig,10001,10000000,classical_phantom_ttt,10002432.0,0.1361827744576879,0.1183359988943595,0.1272593866760237,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-23_15-36-02-446026_acfce4,10001,10000000,classical_phantom_ttt,10002432.0,0.1461294946208764,0.1252768149534774,0.1357031547871769,iem_ppo,0.5,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-23_16-40-39-372792_e19ec1,10001,10000000,classical_phantom_ttt,10002432.0,0.178371892823596,0.1331734823410725,0.15577268758233426,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0007,0.0006,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-23_17-47-53-885016_067c94,10001,10000000,classical_phantom_ttt,10002432.0,0.1554768093254428,0.1112086835295685,0.13334274642750565,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.002,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-23_20-24-17-432153_c3f1f6,10001,10000000,classical_phantom_ttt,10002432.0,0.1812446933614874,0.1116611292619524,0.1464529113117199,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.001,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-23_22-55-45-984584_a3338b,10001,10000000,classical_phantom_ttt,10002432.0,0.143489838650636,0.1250810543485063,0.13428544649957114,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,1.5,2,0.0625
2026-03-24_08-29-58-250444_fa320b,10001,10000000,classical_phantom_ttt,10002432.0,0.6403879067992906,0.1190674150083636,0.3797276609038271,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,1,0.0625
2026-03-24_11-24-19-480089_fee86d,10001,10000000,classical_phantom_ttt,10002432.0,0.2185771786448773,0.1249625251394996,0.17176985189218846,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,3,0.0625
2026-03-24_12-31-17-803069_3dec39,1,10000000,classical_phantom_ttt,10002432.0,0.1528466174579477,0.1502944180001399,0.15157051772904379,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-24_13-42-58-738470_26cb54,1,10000000,classical_phantom_ttt,10002432.0,0.166670879128342,0.136507658021992,0.151589268575167,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0007,0.0006,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-24_14-50-13-854355_11155e,1,10000000,classical_phantom_ttt,10002432.0,0.1519064950700301,0.1252704251449984,0.13858846010751424,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0007,0.0006,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-24_16-45-57-882840_bb309b,1,10000000,classical_phantom_ttt,8003584.0,0.2026452754504987,0.1605735620736678,0.18160941876208325,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0007,0.0006,0.5,True,8,4,512,softmax,,2.0,2,0.25
2026-03-24_17-40-16-507099_10d5dd,1,10000000,classical_phantom_ttt,10002432.0,0.1916451725430797,0.1430890434015929,0.16736710797233628,iem_ppo,0.4,True,1.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.00025,0.5,True,8,4,512,softmax,,2.0,4,0.5
2026-03-24_19-34-48-586966_ada767,1,10000000,classical_phantom_ttt,10002432.0,0.1776687860652163,0.1304393992529126,0.15405409265906445,iem_ppo,0.4,True,1.0,0.05,True,True,0.25,100,True,0.95,0.99,0.0005,0.0005,0.5,True,8,4,512,softmax,,2.0,4,0.5
2026-03-25_09-28-23-272318_071ff9,1,10000000,classical_phantom_ttt,10002432.0,0.1792767397743011,0.1275173453378086,0.15339704255605485,iem_ppo,0.4,True,3.0,0.05,True,True,0.25,100,True,0.95,0.99,0.002,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-25_11-42-20-422567_621b70,1,10000000,classical_phantom_ttt,10002432.0,0.5413252709995202,0.1252269771852012,0.33327612409236074,iem_ppo,0.4,True,3.0,0.06,True,True,0.2,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-25_13-35-52-097384_d0ad0b,1,10000000,classical_phantom_ttt,10002432.0,0.1285064623353876,0.1483139068300492,0.1384101845827184,iem_ppo,0.4,True,3.0,0.05,True,True,0.3,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-25_15-00-25-435240_705079,1,10000000,classical_phantom_ttt,10002432.0,0.1285064623353876,0.1483139068300492,0.1384101845827184,iem_ppo,0.4,True,3.0,0.05,True,True,0.3,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-25_17-46-11-281735_c9a16e,1,10000000,classical_phantom_ttt,10002432.0,0.1468685704198992,0.1436574842665691,0.14526302734323415,iem_ppo,0.4,True,3.0,0.05,True,True,0.3,100,True,0.95,0.99,0.0005,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-26_00-40-19-919308_0feefc,1,10000000,classical_phantom_ttt,10002432.0,0.1373545867066544,0.138725928748495,0.1380402577275747,iem_ppo,0.4,True,2.0,0.05,True,True,0.3,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-26_09-05-53-843292_ddb2a0,1,10000000,classical_phantom_ttt,10002432.0,0.168055388461557,0.1447933340732971,0.15642436126742704,iem_ppo,0.4,True,2.0,0.05,True,True,0.3,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-26_10-38-11-844216_2312cf,1,10000000,classical_phantom_ttt,10002432.0,0.1476904322845627,0.154783262253599,0.15123684726908085,iem_ppo,0.4,True,2.0,0.05,True,True,0.3,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-26_14-37-59-333201_34a03d,1,10000000,classical_phantom_ttt,10002432.0,0.1690328645046835,0.1389344623051501,0.15398366340491682,iem_ppo,0.4,True,3.0,0.05,True,True,0.3,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-03-26_16-03-53-513803_957fd0,1,10000000,classical_phantom_ttt,10002432.0,0.1420408892435041,0.1100553120374129,0.12604810064045852,iem_ppo,0.4,True,0.0,0.05,True,True,0.1,100,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
2026-03-26_16-44-24-306342_0377a7,1,10000000,classical_phantom_ttt,10002432.0,0.1177982023280257,0.1327361435200377,0.1252671729240317,iem_ppo,0.4,True,0.0,0.05,True,False,0.1,100,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
2026-03-26_21-47-18-825351_d5122a,1,10000000,classical_phantom_ttt,10002432.0,0.1314799566135873,0.1394774913834968,0.13547872399854205,iem_ppo,0.4,True,1.0,0.05,True,False,0.1,100,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
2026-03-26_22-41-55-481162_a85be0,1,10000000,classical_phantom_ttt,10002432.0,0.1093248163281297,0.1089326163318101,0.1091287163299699,iem_ppo,0.4,True,0.5,0.05,True,False,0.1,100,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
2026-03-26_23-35-50-476020_95e480,2,10000000,classical_phantom_ttt,10002432.0,0.1281819412680673,0.1197918475248749,0.1239868943964711,iem_ppo,0.4,True,0.5,0.05,True,False,0.1,100,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
2026-03-27_08-10-57-188160_80d527,3,10000000,classical_phantom_ttt,10002432.0,0.1135257260656141,0.1132394644390555,0.1133825952523348,iem_ppo,0.4,True,0.5,0.05,True,False,0.1,100,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
2026-03-27_10-23-36-506441_77e505,3,10000000,classical_phantom_ttt,4001792.0,1.9998936763394668,0.0001063876315492,1.000000031985508,iem_ppo,0.4,True,0.5,0.05,True,False,0.1,100,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,softmax,,2.0,1,0.0625
2026-03-27_10-58-28-511405_55872f,3,10000000,classical_phantom_ttt,10002432.0,0.2107404628323633,0.2728797001347415,0.2418100814835524,iem_ppo,0.4,True,0.5,0.05,True,False,0.5,100,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,softmax,,2.0,2,0.0625
2026-04-02_11-46-45-657365_4f41ef,1,10000000,classical_phantom_ttt,10002432.0,1.619479070743568,3.7019697469276025e-05,0.8097580452205186,iem_ppo,0.4,True,3.0,0.05,True,True,0.1,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-04-02_14-22-14-121978_613407,1,10000000,classical_phantom_ttt,10002432.0,0.1666666700635202,0.1890782837925529,0.17787247692803654,iem_ppo,0.4,True,3.0,0.05,True,True,0.15,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-04-02_16-04-23-078711_f3bce3,1,10000000,classical_phantom_ttt,10002432.0,0.1274148755269811,0.1181341909494556,0.12277453323821835,iem_ppo,0.4,True,3.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-04-02_17-20-22-856879_1087e5,1,10000000,classical_phantom_ttt,10002432.0,0.1573976639305689,0.1753879066867216,0.16639278530864526,iem_ppo,0.4,True,3.0,0.05,True,True,0.35,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-04-02_18-24-41-100497_c4cc53,1,10000000,classical_phantom_ttt,10002432.0,0.1723895785206972,0.1905236678610694,0.1814566231908833,iem_ppo,0.4,True,3.0,0.05,True,True,0.4,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-04-03_00-46-22-887403_2e3725,1,10000000,classical_phantom_ttt,10002432.0,0.1617308341386125,0.1173513202008394,0.13954107716972594,iem_ppo,0.4,True,0.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-04-03_02-26-18-373075_9fb2ad,1,10000000,classical_phantom_ttt,10002432.0,0.144973108276695,0.1454324107034106,0.1452027594900528,iem_ppo,0.4,True,1.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
